id,wave,track,part,section,subsubject,domain,topic,item_archetype,cognitive_demand,difficulty,access,language,stimulus_id,stem,choice_A,choice_B,choice_C,choice_D,choice_E,correct_choice,rationale,solution_steps,high_yield_takeaway,estimated_time_seconds,calculator_policy,diagram_required,originality_check,accuracy_review,status
DOST-W3-180,3,Undergraduate,Part II — Power Test,English,English,ENG6 — Reading Comprehension,"main idea, detail, inference, and author's method",ENG-PASS,Analysis/Evaluation,Difficult,Premium,English,W3-ENG-P5,Which factor favored the longer route?,It crossed more nesting habitat.,It prevented all flooding.,It required no inspection.,It followed previously disturbed ground.,,D,Using already disturbed ground reduced additional ecological impact.,,Answer only what the passage supports and preserve its qualifications.,95,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-181,3,Undergraduate,Part II — Power Test,Science,Biology,BIO1 — Cells and Microscopy,membrane proteins,SCI-APP,Single-step Application,Moderate,Free,English,,A membrane protein moves sodium ions against their concentration gradient. What is required?,ATP or another energy source,Only osmosis,No membrane,A lower temperature only,,A,Moving ions against a gradient is active transport and requires energy.,,Active transport moves substances against a gradient.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-182,3,Undergraduate,Part II — Power Test,Science,Biology,BIO1 — Cells and Microscopy,cell fractionation,SCI-APP,Recognition/Recall,Easy,Premium,English,,"After cell fractionation, a fraction contains organelles with internal folded membranes that produce ATP. Which organelle is abundant?",ribosomes,mitochondria,lysosomes,centrioles,,B,Mitochondria have cristae and carry out aerobic ATP production.,,Recognize organelles by both structure and function.,80,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-183,3,Undergraduate,Part II — Power Test,Science,Biology,BIO1 — Cells and Microscopy,cell wall,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,Why can a plant cell become turgid without bursting in hypotonic water?,It has no membrane.,Water cannot enter plant cells.,Its rigid cell wall resists expansion.,Its nucleus pumps water out instantly.,,C,The cell wall develops pressure that opposes further water entry.,,Turgor pressure depends on the wall resisting expansion.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-184,3,Undergraduate,Part II — Power Test,Science,Biology,BIO1 — Cells and Microscopy,microscope resolution,SCI-APP,Recognition/Recall,Moderate,Premium,English,,Two nearby points appear as one blurred point. Which microscope property is insufficient?,magnification only,field diameter,stage height,resolution,,D,Resolution is the ability to distinguish close points as separate.,,Magnification without resolution does not reveal separate detail.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-185,3,Undergraduate,Part II — Power Test,Science,Biology,BIO1 — Cells and Microscopy,meiosis,SCI-APP,Single-step Application,Moderate,Premium,English,,A diploid cell has 16 chromosomes. How many chromosomes are expected in each normal gamete after meiosis?,8,4,16,32,,A,Meiosis halves chromosome number from diploid 16 to haploid 8.,,Gametes contain one chromosome from each homologous pair.,80,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-186,3,Undergraduate,Part II — Power Test,Science,Biology,BIO2 — Biomolecules and Metabolism,competitive inhibition,SCI-APP,Analysis/Evaluation,Difficult,Free,English,,A competitive inhibitor reduces enzyme activity by:,destroying every substrate molecule,binding at or near the active site and competing with substrate,adding ATP to the product,increasing enzyme concentration,,B,Competitive inhibitors reduce substrate binding at the active site.,,Increasing substrate may partly overcome competitive inhibition.,140,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-187,3,Undergraduate,Part II — Power Test,Science,Biology,BIO2 — Biomolecules and Metabolism,fermentation,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,Why does yeast produce ethanol during anaerobic metabolism?,To produce more ATP than respiration,To absorb oxygen,To regenerate NAD+ so glycolysis can continue,To create DNA,,C,Fermentation restores NAD+ needed for glycolysis.,,Fermentation permits limited ATP production without oxygen.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-188,3,Undergraduate,Part II — Power Test,Science,Biology,BIO2 — Biomolecules and Metabolism,Calvin cycle,SCI-APP,Recognition/Recall,Easy,Premium,English,,The carbon atoms in glucose produced by photosynthesis originally come from:,water,oxygen gas,chlorophyll,carbon dioxide,,D,The Calvin cycle fixes carbon from atmospheric or dissolved CO₂.,,Light supplies energy; carbon dioxide supplies carbon.,80,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-189,3,Undergraduate,Part II — Power Test,Science,Biology,BIO2 — Biomolecules and Metabolism,hydrolysis,SCI-APP,Recognition/Recall,Easy,Premium,English,,Breaking a polymer into monomers by adding water is called:,hydrolysis,dehydration synthesis,oxidation only,diffusion,,A,Hydrolysis uses water to break covalent bonds in polymers.,,Hydrolysis breaks; dehydration synthesis builds.,80,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-190,3,Undergraduate,Part II — Power Test,Science,Biology,BIO2 — Biomolecules and Metabolism,metabolic pathway,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,"If the first enzyme in a metabolic pathway is inhibited, what is the most direct effect?",All genes disappear.,Downstream product formation decreases.,The final product increases without limit.,The cell wall dissolves.,,B,Blocking an early step reduces the supply of intermediates for later steps.,,Pathways depend on sequential enzyme-catalyzed reactions.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-191,3,Undergraduate,Part II — Power Test,Science,Biology,BIO3 — Genetics and Molecular Biology,replication enzyme,SCI-APP,Recognition/Recall,Moderate,Free,English,,Which enzyme joins short DNA fragments on the lagging strand?,RNA polymerase,amylase,DNA ligase,pepsin,,C,DNA ligase seals gaps between Okazaki fragments.,,Lagging-strand synthesis produces fragments that must be joined.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-192,3,Undergraduate,Part II — Power Test,Science,Biology,BIO3 — Genetics and Molecular Biology,translation,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,A mutation changes an mRNA codon from UAU to UAA. What is the likely effect?,No change because both code for tyrosine,An added chromosome,A longer intron,A premature stop codon,,D,"UAA is a stop codon, so translation may terminate early.",,Nonsense mutations create premature stop codons.,140,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-193,3,Undergraduate,Part II — Power Test,Science,Biology,BIO3 — Genetics and Molecular Biology,test cross,SCI-APP,Multi-step Application,Moderate,Premium,English,,A tall plant of unknown genotype is crossed with a short recessive plant. Some offspring are short. What is the tall parent's genotype?,Tt,TT,tt,cannot contain T,,A,"Short offspring require a recessive allele from each parent, so the tall parent is Tt.",,A test cross reveals hidden recessive alleles.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-194,3,Undergraduate,Part II — Power Test,Science,Biology,BIO3 — Genetics and Molecular Biology,incomplete dominance,SCI-APP,Recognition/Recall,Easy,Premium,English,,Red flowers crossed with white flowers produce pink offspring. This pattern is:,codominance,incomplete dominance,complete dominance,sex linkage,,B,The heterozygote has an intermediate phenotype.,,Incomplete dominance produces an intermediate heterozygous phenotype.,80,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-195,3,Undergraduate,Part II — Power Test,Science,Biology,BIO3 — Genetics and Molecular Biology,crossing over,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,Crossing over during meiosis increases genetic variation by:,doubling chromosome number,eliminating all mutations,exchanging DNA between homologous chromosomes,preventing independent assortment,,C,Exchange between homologs creates new allele combinations.,,Crossing over occurs during prophase I.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-196,3,Undergraduate,Part II — Power Test,Science,Biology,BIO4 — Evolution and Classification,founder effect,SCI-APP,Recognition/Recall,Moderate,Free,English,,A few individuals colonize an island and their descendants have unusual allele frequencies. This is an example of:,directional selection only,gene cloning,artificial fertilization,founder effect,,D,A small founding population can carry a nonrepresentative sample of alleles.,,Founder effect is a form of genetic drift.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-197,3,Undergraduate,Part II — Power Test,Science,Biology,BIO4 — Evolution and Classification,adaptation,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,Which statement best describes an adaptation?,A heritable trait that improves reproductive success in a particular environment,Any change an individual makes during life,A trait that is always useful everywhere,A learned behavior that changes DNA directly,,A,Adaptations are inherited traits favored by selection in a specific context.,,Adaptation is population-level and environment-dependent.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-198,3,Undergraduate,Part II — Power Test,Science,Biology,BIO4 — Evolution and Classification,fossil evidence,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,Transitional fossils are useful because they:,prove every species changes at the same rate,show combinations of ancestral and derived traits,contain living DNA in all cases,eliminate the need for other evidence,,B,They can document intermediate forms and sequence of change.,,Evolutionary conclusions use multiple independent evidence sources.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-199,3,Undergraduate,Part II — Power Test,Science,Biology,BIO4 — Evolution and Classification,cladogram,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"On a cladogram, a shared derived trait appearing before a branch is expected in:",only the oldest ancestor,no descendants,all descendants of that branch unless later lost,unrelated groups only,,C,A derived trait is inherited by descendant lineages after it evolves.,,Read traits relative to branching points.,140,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-200,3,Undergraduate,Part II — Power Test,Science,Biology,BIO4 — Evolution and Classification,binomial nomenclature,SCI-APP,Recognition/Recall,Easy,Premium,English,,"In the scientific name Homo sapiens, Homo identifies the:",species epithet only,family,kingdom,genus,,D,The first word of a binomial name is the genus.,,Scientific names use Genus species format.,80,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-201,3,Undergraduate,Part II — Power Test,Science,Biology,BIO5 — Ecology and Populations,density dependence,SCI-APP,Analysis/Evaluation,Moderate,Free,English,,Which factor is most likely density-dependent?,spread of a contagious disease,volcanic eruption,typhoon landfall,seasonal temperature,,A,Disease transmission often increases as population density rises.,,Density-dependent effects strengthen as populations become crowded.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-202,3,Undergraduate,Part II — Power Test,Science,Biology,BIO5 — Ecology and Populations,ecological efficiency,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,Why is a food chain usually limited to a few trophic levels?,Energy increases at every transfer.,Only a small fraction of energy transfers to the next level.,Top predators produce sunlight.,Decomposers remove all matter.,,B,Most energy is used or dissipated before reaching the next level.,,Low transfer efficiency limits higher trophic biomass.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-203,3,Undergraduate,Part II — Power Test,Science,Biology,BIO5 — Ecology and Populations,mutualism,SCI-APP,Recognition/Recall,Easy,Premium,English,,Bees obtain nectar while pollinating flowers. This relationship is:,parasitism,competition,mutualism,predation,,C,Both organisms benefit.,,Classify interactions by effects on each participant.,80,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-204,3,Undergraduate,Part II — Power Test,Science,Biology,BIO5 — Ecology and Populations,keystone species,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,Removing a predator causes major changes across an ecosystem despite its low abundance. The predator is likely a:,primary producer only,decomposer with no interactions,random migrant,keystone species,,D,A keystone species has a disproportionately large ecological effect.,,Ecological importance is not always proportional to abundance.,140,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-205,3,Undergraduate,Part II — Power Test,Science,Biology,BIO5 — Ecology and Populations,mark-recapture,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"In mark-recapture sampling, why must marked animals mix back into the population?",To make the recaptured fraction representative,To guarantee all animals are caught,To change the population size,To prevent random sampling,,A,Representative mixing is necessary for the proportion estimate.,,Mark-recapture relies on several assumptions.,140,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-206,3,Undergraduate,Part II — Power Test,Science,Biology,BIO6 — Human Systems and Reproduction,kidney function,SCI-APP,Recognition/Recall,Moderate,Free,English,,Which nephron process returns useful substances from filtrate to blood?,filtration only,reabsorption,secretion into the tubule,urination,,B,Reabsorption moves water and solutes from the tubule back to blood.,,Filtration enters the nephron; reabsorption returns substances.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-207,3,Undergraduate,Part II — Power Test,Science,Biology,BIO6 — Human Systems and Reproduction,immune response,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,A vaccine usually protects by stimulating:,immediate production of red blood cells,loss of all pathogens from the environment,memory cells and a specific adaptive response,permanent fever,,C,Vaccination primes immune memory for faster future response.,,Adaptive immunity is specific and forms memory.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-208,3,Undergraduate,Part II — Power Test,Science,Biology,BIO6 — Human Systems and Reproduction,gas transport,SCI-APP,Recognition/Recall,Easy,Premium,English,,Most oxygen in human blood is transported:,dissolved as bubbles,inside platelets,as bicarbonate ions,bound to hemoglobin,,D,Hemoglobin in red blood cells binds most oxygen.,,Oxygen and carbon dioxide use different major transport forms.,80,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-209,3,Undergraduate,Part II — Power Test,Science,Biology,BIO6 — Human Systems and Reproduction,hormonal cycle,SCI-APP,Recognition/Recall,Moderate,Premium,English,,A surge of luteinizing hormone most directly triggers:,ovulation,menstruation only,fertilization,implantation,,A,The LH surge causes release of the mature oocyte.,,Distinguish hormonal triggers from later reproductive events.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-210,3,Undergraduate,Part II — Power Test,Science,Biology,BIO6 — Human Systems and Reproduction,synapse,SCI-APP,Recognition/Recall,Easy,Premium,English,,Neurotransmitters carry a signal across:,the cell wall,the synaptic cleft,a bone joint,the kidney capsule,,B,Chemical neurotransmitters diffuse across the gap between cells.,,Synapses transmit information between neurons or target cells.,80,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-211,3,Undergraduate,Part II — Power Test,Science,Biology,BIO8 — Plant Biology,transpiration,SCI-APP,Analysis/Evaluation,Moderate,Free,English,,Opening stomata generally increases:,root pressure only,seed dormancy,water loss and carbon dioxide entry,cell-wall thickness,,C,Open stomata permit gas exchange but also water-vapor loss.,,Stomata create a trade-off between photosynthesis and water conservation.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-212,3,Undergraduate,Part II — Power Test,Science,Biology,BIO8 — Plant Biology,xylem and phloem,SCI-APP,Recognition/Recall,Easy,Premium,English,,Which tissue mainly transports sugars from leaves to other plant parts?,xylem,epidermis,cambium only,phloem,,D,Phloem translocates organic products such as sucrose.,,Xylem carries water/minerals; phloem carries sugars.,80,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-213,3,Undergraduate,Part II — Power Test,Science,Biology,BIO8 — Plant Biology,tropism,SCI-APP,Recognition/Recall,Moderate,Premium,English,,A shoot bends toward light because cells on the shaded side elongate more. This response is:,positive phototropism,negative gravitropism only,thigmotropism,dormancy,,A,Growth toward light is positive phototropism.,,Tropisms are directional growth responses.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-214,3,Undergraduate,Part II — Power Test,Science,Biology,BIO8 — Plant Biology,seed germination,SCI-APP,Recognition/Recall,Easy,Premium,English,,Which condition is generally essential for seed germination?,bright light for every species,water for metabolic activation,fertilizer before imbibition,carbon dioxide exclusion,,B,Water activates enzymes and metabolism in the seed.,,"Most seeds require water, oxygen, and suitable temperature.",80,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-215,3,Undergraduate,Part II — Power Test,Science,Biology,BIO8 — Plant Biology,alternation of generations,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"In plants, the gametophyte generation produces gametes by:",meiosis,binary fission,mitosis,fertilization,,C,A haploid gametophyte produces haploid gametes by mitosis.,,Meiosis produces spores in the diploid sporophyte.,140,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-216,3,Undergraduate,Part II — Power Test,Science,Biology,BIO7 — Scientific Investigation,blinding,SCI-APP,Analysis/Evaluation,Difficult,Free,English,,Why can blinding improve a biological experiment?,It increases the sample's chromosome number.,It replaces random assignment.,It guarantees the hypothesis.,It reduces expectation bias during treatment or measurement.,,D,Keeping treatment identity unknown can reduce conscious or unconscious bias.,,Blinding controls observer and participant expectations.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-217,3,Undergraduate,Part II — Power Test,Science,Biology,BIO7 — Scientific Investigation,replication,SCI-APP,Recognition/Recall,Moderate,Premium,English,,Three repeated trials give similar results. What does this most directly improve?,reliability,absolute proof,sample identity,the independent variable,,A,Consistent replication increases confidence that the result is reproducible.,,Reliability concerns consistency across repeated measurements.,80,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-218,3,Undergraduate,Part II — Power Test,Science,Biology,BIO7 — Scientific Investigation,negative control,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,A negative control is expected to:,receive the strongest treatment,show no treatment effect under normal conditions,prove causation alone,contain every variable at once,,B,It reveals background effects and contamination when no treatment response is expected.,,Controls establish comparison baselines.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-219,3,Undergraduate,Part II — Power Test,Science,Biology,BIO7 — Scientific Investigation,statistical significance,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,A statistically significant result means most directly that:,the effect is always large and important,the hypothesis is permanently proven,the observed pattern is unlikely under the chosen null model at the stated threshold,measurement error is zero,,C,"Statistical significance addresses compatibility with a null model, not practical size or certainty.",,Distinguish statistical significance from practical importance.,140,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-220,3,Undergraduate,Part II — Power Test,Science,Biology,BIO7 — Scientific Investigation,operational definition,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,Why should a study define exactly how 'plant growth' will be measured?,To increase sunlight,To remove all variation,To change the species,To make the dependent variable objective and repeatable,,D,An operational definition specifies a measurable procedure.,,Clear definitions improve reproducibility.,105,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-221,3,Undergraduate,Part II — Power Test,Science,Chemistry,"CHEM1 — Matter, Measurement, and Atomic Structure",ion composition,SCI-APP,Single-step Application,Moderate,Free,English,,An ion has 19 protons and 18 electrons. What is its charge?,1+,1−,neutral,2+,,A,One more proton than electron gives a 1+ charge.,19−18=+1,Compare proton and electron counts.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-222,3,Undergraduate,Part II — Power Test,Science,Chemistry,"CHEM1 — Matter, Measurement, and Atomic Structure",isotope average,SCI-APP,Multi-step Application,Moderate,Premium,English,,An element has two isotopes: 75% has mass 10 and 25% has mass 11. What is the average atomic mass?,10.00,10.25,10.50,10.75,,B,Weighted average=0.75(10)+0.25(11)=10.25.,7.5+2.75=10.25,Use fractional abundance as weights.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-223,3,Undergraduate,Part II — Power Test,Science,Chemistry,"CHEM1 — Matter, Measurement, and Atomic Structure",electron configuration,SCI-APP,Recognition/Recall,Easy,Premium,English,,Which shell arrangement corresponds to a neutral chlorine atom?,"2,7,8","2,8,8","2,8,7","2,6,9",,C,"Chlorine has 17 electrons: 2,8,7.",,Electron count equals atomic number in a neutral atom.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-224,3,Undergraduate,Part II — Power Test,Science,Chemistry,"CHEM1 — Matter, Measurement, and Atomic Structure",periodic trend,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,Why does ionization energy generally increase across a period?,Atoms gain many new shells.,Nuclear charge decreases.,Electrons become farther from the nucleus.,Effective nuclear attraction increases while shielding changes little.,,D,Increasing effective nuclear charge holds valence electrons more strongly.,,Use effective nuclear charge to explain periodic trends.,145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-225,3,Undergraduate,Part II — Power Test,Science,Chemistry,"CHEM1 — Matter, Measurement, and Atomic Structure",percent error,SCI-APP,Single-step Application,Moderate,Premium,English,,An experimental value is 49.0 g and the accepted value is 50.0 g. What is the percent error?,2%,1%,20%,49%,,A,Percent error=|49−50|/50×100=2%.,1/50×100=2%,Divide absolute error by accepted value.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-226,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM2 — Periodic Trends and Bonding,ionic bonding,SCI-APP,Analysis/Evaluation,Moderate,Free,English,,Why does sodium chloride form a crystal lattice rather than separate NaCl molecules?,NaCl contains no ions.,Electrostatic attraction extends among many oppositely charged ions.,Covalent bonds connect only one pair.,All salts are gases.,,B,Ionic attraction is nondirectional and organizes many ions into a lattice.,,Ionic solids are extended arrays of ions.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-227,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM2 — Periodic Trends and Bonding,molecular geometry,SCI-APP,Recognition/Recall,Easy,Premium,English,,What is the molecular shape of a central atom with two bonding regions and no lone pairs?,bent,trigonal pyramidal,linear,tetrahedral,,C,Two electron regions arrange 180° apart.,,Count electron regions around the central atom.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-228,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM2 — Periodic Trends and Bonding,intermolecular forces,SCI-APP,Recognition/Recall,Easy,Premium,English,,Which substance can form hydrogen bonds between its molecules?,CH4,CO2,Cl2,NH3,,D,N–H bonds and a lone pair allow hydrogen bonding in ammonia.,,"Hydrogen bonding usually involves H bonded to N, O, or F.",110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-229,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM2 — Periodic Trends and Bonding,network solid,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,Diamond is very hard mainly because it has:,a three-dimensional network of strong covalent bonds,weak forces between separate molecules,mobile ions in water,metal atoms in layers only,,A,Each carbon is covalently bonded in a rigid extended network.,,Macroscopic properties follow bonding and structure.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-230,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM2 — Periodic Trends and Bonding,conductivity,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,Molten ionic compounds conduct electricity because:,their atoms disappear,their ions are free to move,electrons are absent,the liquid becomes metallic,,B,Mobile charged ions carry current in the melt.,,Ionic solids conduct only when ions can move.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-231,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM3 — Compounds and Nomenclature,ionic formula,SCI-APP,Multi-step Application,Moderate,Free,English,,"What is the formula for magnesium phosphate, Mg²⁺ and PO₄³⁻?",MgPO4,Mg2PO4,Mg3(PO4)2,Mg2(PO4)3,,C,Three Mg²⁺ ions balance two PO₄³⁻ ions: +6 and −6.,LCM of 2 and 3 is 6,Balance total ionic charge.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-232,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM3 — Compounds and Nomenclature,transition metal naming,SCI-APP,Single-step Application,Moderate,Premium,English,,What is the name of FeO?,iron(I) oxide,iron(III) oxide,iron monoxide only,iron(II) oxide,,D,"Oxide is 2−, so iron is 2+.",,Use the anion charge to determine the Roman numeral.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-233,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM3 — Compounds and Nomenclature,molecular formula,SCI-APP,Recognition/Recall,Easy,Premium,English,,What is the correct formula for dinitrogen tetroxide?,N2O4,NO2,N4O2,N2O,,A,Di- means two nitrogen atoms and tetra- means four oxygen atoms.,,Molecular prefixes specify atom counts.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-234,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM3 — Compounds and Nomenclature,polyatomic ion,SCI-APP,Recognition/Recall,Easy,Premium,English,,How many nitrate ions are present in Al(NO3)3?,1,3,2,9,,B,The subscript outside the parentheses applies to the whole nitrate ion.,,Parentheses group a polyatomic ion.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-235,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM3 — Compounds and Nomenclature,empirical formula,SCI-APP,Single-step Application,Moderate,Premium,English,,A compound contains C and H in a 1:2 mole ratio. What is its empirical formula?,CH,C2H,CH2,C2H4,,C,The simplest whole-number ratio is CH₂.,,Empirical formulas use the simplest ratio.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-236,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM4 — Reactions and Stoichiometry,balancing,SCI-APP,Multi-step Application,Moderate,Free,English,,What coefficient belongs before O2 in 2C2H6 + O2 → 4CO2 + 6H2O?,5,6,8,7,,D,"Products contain 14 O atoms, requiring 7 O₂.",8 O in CO2 + 6 O in H2O =14 | 14/2=7,Count atoms after balancing carbon and hydrogen.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-237,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM4 — Reactions and Stoichiometry,precipitation,SCI-APP,Recognition/Recall,Easy,Premium,English,,AgNO3(aq)+NaCl(aq)→AgCl(s)+NaNO3(aq). Which substance is the precipitate?,AgCl,AgNO3,NaCl,NaNO3,,A,AgCl is labeled solid and forms from aqueous ions.,,A precipitate is an insoluble solid product.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-238,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM4 — Reactions and Stoichiometry,mole conversion,SCI-APP,Single-step Application,Moderate,Premium,English,,"How many molecules are in 2.0 mol of a substance, using 6.02×10²³ particles/mol?",3.01×10²³,1.204×10²⁴,6.02×10²³,12.04×10²⁴,,B,2.0×6.02×10²³=1.204×10²⁴ molecules.,2×6.02×10²³,Multiply moles by Avogadro's number.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-239,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM4 — Reactions and Stoichiometry,limiting reagent,SCI-APP,Multi-step Application,Moderate,Premium,English,,"For 2CO+O2→2CO2, 4 mol CO reacts with 3 mol O2. Which reactant is limiting?",O2,CO2,CO,neither,,C,"Four mol CO require only 2 mol O₂, so CO is used up first.",,Compare available amounts with stoichiometric requirements.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-240,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM4 — Reactions and Stoichiometry,theoretical yield,SCI-APP,Single-step Application,Moderate,Premium,English,,"For 2H2+O2→2H2O, how many moles of water can form from 5 mol H2 with excess O2?",2.5 mol,7.5 mol,10 mol,5 mol,,D,The H₂:H₂O ratio is 1:1.,,Use the simplest coefficient ratio.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-241,3,Undergraduate,Part II — Power Test,Science,Chemistry,"CHEM5 — Solutions, Acids, Bases, and Separation",molarity,SCI-APP,Single-step Application,Moderate,Free,English,,What is the molarity of 1.5 mol solute in 0.50 L solution?,3.0 M,0.75 M,1.0 M,4.0 M,,A,M=1.5/0.50=3.0 M.,1.5÷0.50=3.0,Molarity is moles per liter.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-242,3,Undergraduate,Part II — Power Test,Science,Chemistry,"CHEM5 — Solutions, Acids, Bases, and Separation",dilution,SCI-APP,Single-step Application,Moderate,Premium,English,,How much 4.0 M stock is needed to make 200 mL of 1.0 M solution?,25 mL,50 mL,100 mL,800 mL,,B,V1=M2V2/M1=1.0×200/4.0=50 mL.,V1=50 mL,Use M1V1=M2V2.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-243,3,Undergraduate,Part II — Power Test,Science,Chemistry,"CHEM5 — Solutions, Acids, Bases, and Separation",pOH,SCI-APP,Single-step Application,Moderate,Premium,English,,"At 25°C, a solution with pH 9 has pOH:",3,9,5,14,,C,"pH+pOH=14, so pOH=5.",14−9=5,"At 25°C, pH and pOH sum to 14.",82,No calculator,False,Passed,Passed,Approved for Distribution
