id,wave,track,part,section,subsubject,domain,topic,item_archetype,cognitive_demand,difficulty,access,language,stimulus_id,stem,choice_A,choice_B,choice_C,choice_D,correct_choice,rationale,solution_steps,high_yield_takeaway,estimated_time_seconds,calculator_policy,diagram_required,originality_check,accuracy_review,status
DOST-W4-248,4,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM6 — Gas Laws and Thermochemistry,exothermic sign,SCI-APP,Recognition/Recall,Easy,Premium,English,,A process releases 120 kJ to the surroundings. Its ΔH is:,+120 kJ,0 kJ,+240 kJ,−120 kJ,D,"Heat release means the system loses enthalpy, so ΔH is negative.",,Exothermic processes have negative enthalpy change.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-249,4,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM6 — Gas Laws and Thermochemistry,bond energy,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"Breaking chemical bonds generally requires energy, while forming bonds generally:",releases energy,requires no energy and releases none,destroys atoms,increases mass,A,Bond formation lowers potential energy and releases energy.,,Reaction enthalpy reflects energy absorbed in breaking and released in forming bonds.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-250,4,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM6 — Gas Laws and Thermochemistry,calorimetry,SCI-APP,Single-step Application,Moderate,Premium,English,,"A 200 g sample with specific heat 2.0 J/g°C absorbs 1,600 J. Its temperature rise is:",2°C,4°C,8°C,16°C,B,ΔT=Q/(mc)=1600/(200×2)=4°C.,1600/400=4,Rearrange Q=mcΔT.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-251,4,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM8 — Chemical Equilibrium and Rates,dynamic equilibrium,SCI-APP,Recognition/Recall,Moderate,Free,English,,At dynamic equilibrium in a closed system:,all reactions stop,reactant and product concentrations must be equal,forward and reverse reaction rates are equal,the catalyst is consumed,C,"Microscopic reactions continue at equal rates, keeping concentrations constant.",,Equal rates do not require equal concentrations.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-252,4,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM8 — Chemical Equilibrium and Rates,Le Châtelier data,SCI-DATA,Recognition/Recall,Easy,Premium,English,W4-CHEMEQ-080,What happened to product amount after reactant was added in the table?,It decreased to 32.,It remained 50.,It became zero.,It increased to 68.,D,The table shows a rise from 50 to 68.,,Read the direction of equilibrium response from the data.,82,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-253,4,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM8 — Chemical Equilibrium and Rates,product removal,SCI-DATA,Analysis/Evaluation,Difficult,Premium,English,W4-CHEMEQ-080,Why did removing product increase the eventual product amount?,The equilibrium shifted toward products to replace some removed material.,The reaction stopped.,Reactant disappeared instantly.,The equilibrium constant doubled automatically.,A,Removing product creates a stress relieved by more forward reaction.,,Le Châtelier's principle predicts the direction of shift.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-254,4,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM8 — Chemical Equilibrium and Rates,rate law concept,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"If doubling reactant concentration doubles the reaction rate, the reaction is first order with respect to that reactant because rate is:",proportional to concentration squared,directly proportional to its concentration,independent of concentration,always zero,B,A first-order dependence gives rate∝[A].,,Use observed rate changes to infer reaction order.,145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-255,4,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM8 — Chemical Equilibrium and Rates,activation energy diagram,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,A catalyst changes a reaction-energy diagram by:,raising product energy,changing ΔH permanently,lowering the activation-energy peak without changing reactant and product energies,removing reactants,C,The alternative pathway has a lower barrier but the same endpoints.,,"Catalysts affect pathway and rate, not overall enthalpy.",145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-256,4,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,chromatography,SCI-APP,Analysis/Evaluation,Difficult,Free,English,,Paper chromatography separates mixture components because they differ in:,atomic number only,boiling point only,mass number only,attraction to the stationary phase and solubility in the mobile phase,D,Different partitioning causes different travel distances.,,Chromatography depends on relative affinities.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-257,4,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,meniscus,SCI-APP,Recognition/Recall,Easy,Premium,English,,"For a clear aqueous solution in a graduated cylinder, volume is usually read at:",the bottom of the meniscus at eye level,the top of the meniscus from above,any point on the glass,the cylinder base,A,Eye-level reading of the lower meniscus reduces parallax error.,,Use the correct meniscus convention and viewing angle.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-258,4,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,concordant titration,SCI-DATA,Analysis/Evaluation,Difficult,Premium,English,W4-CHEMTIT-079,The titration trials are considered reasonably concordant because their endpoint volumes:,are all exactly zero,are close to one another,use different acid volumes,increase by 10 mL each,B,The values differ by only 0.3 mL across trials.,,Concordant results indicate good repeatability.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-259,4,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,systematic bias,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,A thermometer always reads 1.5°C high. Repeating measurements and averaging will:,guarantee the accepted value,make the error random,not remove the fixed calibration bias,change the true temperature,C,A fixed offset remains after averaging.,,"Averaging reduces random error, not systematic error.",145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-260,4,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,safe heating,SCI-APP,Recognition/Recall,Easy,Premium,English,,"When heating a test tube, its open end should be pointed:",toward the observer,downward into a flame,at another test tube,away from people,D,Unexpected boiling or splashing could project material from the opening.,,Laboratory orientation is part of hazard control.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-261,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",scalar and vector,SCI-APP,Recognition/Recall,Easy,Free,English,,Which quantity is a vector?,displacement,speed,distance,temperature,A,Displacement includes both magnitude and direction.,,Vectors require direction as well as magnitude.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-262,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",graph slope,SCI-DIAG,Single-step Application,Moderate,Premium,English,W4-PHYMOTION-081,"From 0 to 2 s in the graph, the average velocity is:",2 m/s,5 m/s,10 m/s,20 m/s,B,"Position changes from 0 m to 10 m in 2 s, giving 5 m/s.",10/2=5,Slope of a position-time graph is velocity.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-263,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",rest interval,SCI-DIAG,Analysis/Evaluation,Moderate,Premium,English,W4-PHYMOTION-081,During which interval is the object at rest in the graph?,0–2 s,5–8 s,2–5 s,It is never at rest.,C,"Position is constant from 2 to 5 s, so velocity is zero.",,A horizontal position-time segment indicates rest.,82,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-264,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",uniform acceleration,SCI-APP,Single-step Application,Easy,Premium,English,,A bicycle changes speed from 4 m/s to 16 m/s in 6 s. Its average acceleration is:,3 m/s²,6 m/s²,12 m/s²,2 m/s²,D,a=(16−4)/6=2 m/s².,12/6=2,Acceleration is change in velocity divided by time.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-265,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",projectile components,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,"At the highest point of an ideal projectile's path, its vertical velocity is:",zero,equal to its horizontal velocity,maximum upward,equal to g,A,The vertical component momentarily becomes zero while horizontal motion continues.,,Projectile components evolve independently.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-266,4,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,Newton second law,SCI-APP,Single-step Application,Easy,Free,English,,A 5 kg cart experiences a net force of 20 N. Its acceleration is:,0.25 m/s²,4 m/s²,15 m/s²,100 m/s²,B,a=F/m=20/5=4 m/s².,20/5=4,"Use the net force, not a single force.",82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-267,4,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,normal force incline,SCI-APP,Recognition/Recall,Easy,Premium,English,,A block rests on an inclined surface. The normal force is directed:,vertically downward,parallel to the surface,perpendicular to the surface,opposite the block's velocity only,C,A normal force acts perpendicular to the contact surface.,,Force direction follows the physical interaction.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-268,4,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,action-reaction,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,A swimmer pushes water backward. The water pushes the swimmer forward. These forces are:,balanced forces on one object,frictionless forces,unrelated,a Newton's third-law pair,D,The forces act on different objects and are equal and opposite.,,Third-law pairs act on different bodies.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-269,4,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,centripetal acceleration,SCI-APP,Single-step Application,Moderate,Premium,English,,An object moves in a circle of radius 2 m at 6 m/s. Its centripetal acceleration is:,18 m/s²,3 m/s²,12 m/s²,36 m/s²,A,ac=v²/r=36/2=18 m/s².,36/2=18,Centripetal acceleration points toward the center.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-270,4,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,friction limit,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"A box remains at rest while a horizontal pull increases from 2 N to 8 N. Before motion begins, static friction generally:",stays at zero,increases to match the pull up to its maximum,is always equal to kinetic friction,always exceeds the pull,B,Static friction adjusts as needed until its limiting value is reached.,,Static friction is variable before slipping.,145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-271,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY3 — Work, Energy, Momentum, and Rotation",kinetic energy,SCI-APP,Single-step Application,Easy,Free,English,,What is the kinetic energy of a 2 kg object moving at 3 m/s?,3 J,6 J,9 J,18 J,C,K=½mv²=0.5×2×9=9 J.,K=9 J,Kinetic energy depends on speed squared.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-272,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY3 — Work, Energy, Momentum, and Rotation",power,SCI-APP,Single-step Application,Moderate,Premium,English,,"A machine does 1,200 J of work in 30 s. Its average power is:",30 W,360 W,"1,230 W",40 W,D,P=W/t=1200/30=40 W.,1200/30=40,Power is the rate of doing work.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-273,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY3 — Work, Energy, Momentum, and Rotation",momentum,SCI-APP,Single-step Application,Moderate,Premium,English,,A 4 kg cart moves at 5 m/s. Its momentum is:,20 kg·m/s,0.8 kg·m/s,9 kg·m/s,100 kg·m/s,A,p=mv=4×5=20 kg·m/s.,4×5=20,Momentum is mass times velocity.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-274,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY3 — Work, Energy, Momentum, and Rotation",collision conservation,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"During a short collision in an isolated system, total momentum is conserved because:",kinetic energy is always conserved,external impulse is negligible,both objects have equal mass,friction is impossible,B,"Internal forces cancel in pairs, leaving little net external impulse.",,Momentum conservation depends on the system boundary and external impulse.,145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-275,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY3 — Work, Energy, Momentum, and Rotation",torque,SCI-APP,Single-step Application,Moderate,Premium,English,,A 10 N force acts perpendicular to a lever 0.4 m from the pivot. The torque magnitude is:,0.4 N·m,10 N·m,4 N·m,25 N·m,C,τ=rF=0.4×10=4 N·m.,0.4×10=4,Perpendicular force gives torque rF.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-276,4,Undergraduate,Part II — Power Test,Science,Physics,PHY4 — Fluids and Pressure,buoyant equilibrium,SCI-APP,Analysis/Evaluation,Moderate,Free,English,,A floating object displaces water whose weight is:,less than the object's weight,zero,equal to the object's volume,equal to the object's weight,D,"For floating equilibrium, buoyant force equals weight.",,Archimedes' principle links buoyancy to displaced fluid weight.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-277,4,Undergraduate,Part II — Power Test,Science,Physics,PHY4 — Fluids and Pressure,hydraulic pressure,SCI-APP,Single-step Application,Moderate,Premium,English,,A 50 N force acts on a piston of area 0.01 m². The fluid pressure is:,"5,000 Pa",5 Pa,50 Pa,500 Pa,A,"P=F/A=50/0.01=5,000 Pa.",50/0.01=5000,Pressure is force divided by area.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-278,4,Undergraduate,Part II — Power Test,Science,Physics,PHY5 — Heat and Thermodynamics,thermal equilibrium,SCI-APP,Recognition/Recall,Easy,Free,English,,Two objects in thermal contact reach thermal equilibrium when they have the same:,mass,temperature,specific heat,volume,B,No net heat flows once temperatures are equal.,,Thermal equilibrium is defined by equal temperature.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-279,4,Undergraduate,Part II — Power Test,Science,Physics,PHY5 — Heat and Thermodynamics,conduction,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,Heat conduction in a metal is efficient partly because:,the metal contains no atoms,all particles move freely as a liquid,mobile electrons transfer energy rapidly,temperature is absent,C,Mobile electrons and lattice vibrations transport energy.,,Microscopic structure explains macroscopic conductivity.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-280,4,Undergraduate,Part II — Power Test,Science,Physics,PHY5 — Heat and Thermodynamics,ideal gas work,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,"When a gas expands against an external pressure, it generally:",has no energy exchange,must cool to absolute zero,loses all particles,does work on the surroundings,D,Expansion force acting through distance transfers energy as work.,,Gas expansion can convert internal energy into mechanical work.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-281,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY6 — Waves, Sound, and Optics",wave relation,SCI-APP,Single-step Application,Moderate,Free,English,,A wave has frequency 4 Hz and wavelength 3 m. Its speed is:,12 m/s,0.75 m/s,7 m/s,24 m/s,A,v=fλ=4×3=12 m/s.,4×3=12,Wave speed equals frequency times wavelength.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-282,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY6 — Waves, Sound, and Optics",sound intensity,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,Sound intensity decreases with distance from a point source mainly because the same power spreads over:,a smaller frequency,a larger area,less time,a greater mass,B,Wave energy spreads over an expanding spherical area.,,Geometric spreading reduces intensity.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-283,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY6 — Waves, Sound, and Optics",lens object position,SCI-DIAG,Analysis/Evaluation,Moderate,Premium,English,W4-PHYLENS-082,"In the lens diagram, the object is placed beyond the focal point of a converging lens. The image can be:",always virtual and upright,at the object position only,real and inverted,formed without refraction,C,An object outside the focal length of a converging lens forms a real inverted image.,,Image type depends on object distance relative to focal length.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-284,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY6 — Waves, Sound, and Optics",reflection angle,SCI-APP,Single-step Application,Moderate,Premium,English,,A light ray strikes a mirror at 35° from the normal. Its reflection angle is:,20°,55°,70°,35°,D,"The angle of reflection equals the angle of incidence, both measured from the normal.",,Always measure mirror angles from the normal.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-285,4,Undergraduate,Part II — Power Test,Science,Physics,"PHY6 — Waves, Sound, and Optics",diffraction,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,Diffraction is most noticeable when an opening is:,comparable in size to the wavelength,much larger than every wavelength,completely closed,made of metal only,A,Waves spread strongly when aperture size is similar to wavelength.,,Relative size controls diffraction strength.,145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-286,4,Undergraduate,Part II — Power Test,Science,Physics,PHY7 — Electricity and Circuits,series resistance,SCI-DIAG,Single-step Application,Moderate,Free,English,W4-PHYCIR-083,The equivalent resistance of the 3 Ω and 6 Ω series resistors is:,2 Ω,9 Ω,3 Ω,6 Ω,B,Series resistances add: 3+6=9 Ω.,3+6=9,Series components carry the same current.,82,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-287,4,Undergraduate,Part II — Power Test,Science,Physics,PHY7 — Electricity and Circuits,series current,SCI-DIAG,Single-step Application,Moderate,Premium,English,W4-PHYCIR-083,"With 18 V across a 9 Ω series circuit, the current is:",0.5 A,9 A,2 A,162 A,C,I=V/R=18/9=2 A.,18/9=2,Use the equivalent resistance in Ohm's law.,82,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-288,4,Undergraduate,Part II — Power Test,Science,Physics,PHY7 — Electricity and Circuits,voltage drop,SCI-DIAG,Single-step Application,Moderate,Premium,English,W4-PHYCIR-083,What voltage drop occurs across the 6 Ω resistor when the series current is 2 A?,3 V,6 V,18 V,12 V,D,V=IR=2×6=12 V.,2×6=12,Voltage drop across a resistor is IR.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-289,4,Undergraduate,Part II — Power Test,Science,Physics,PHY7 — Electricity and Circuits,electric potential,SCI-APP,Recognition/Recall,Easy,Premium,English,,Electric potential difference is energy transferred per unit:,charge,mass,time,temperature,A,Voltage is joules per coulomb.,,Potential difference measures energy per charge.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-290,4,Undergraduate,Part II — Power Test,Science,Physics,PHY7 — Electricity and Circuits,magnetic force,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,A current-carrying wire placed perpendicular to a magnetic field experiences a force that is:,parallel to both,perpendicular to both current and field,always zero,directed only downward,B,The magnetic force direction follows the cross-product rule.,,Magnetic force is perpendicular to current and field.,145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-291,4,Undergraduate,Part II — Power Test,Science,Physics,PHY8 — Modern Physics and Oscillations,spring period,SCI-APP,Analysis/Evaluation,Difficult,Free,English,,"For an ideal mass-spring system, increasing the attached mass while keeping the spring unchanged makes the period:",shorter,zero,longer,unchanged,C,"T=2π√(m/k), so greater mass increases period.",,Period depends on the square root of mass.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-292,4,Undergraduate,Part II — Power Test,Science,Physics,PHY8 — Modern Physics and Oscillations,pendulum gravity,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,An ideal pendulum on a planet with weaker gravity would have a:,shorter period,zero period,period independent of gravity,longer period,D,"T∝1/√g, so weaker gravity increases period.",,Pendulum period depends on length and gravity.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-293,4,Undergraduate,Part II — Power Test,Science,Physics,PHY8 — Modern Physics and Oscillations,nuclear decay,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"Radioactive decay is described as random for an individual nucleus, but a large sample shows:",predictable statistical behavior,no pattern at all,increasing mass,constant activity forever,A,Large numbers follow stable exponential-decay statistics.,,Random microscopic events can produce predictable population behavior.,145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-294,4,Undergraduate,Part II — Power Test,Science,Physics,PHY8 — Modern Physics and Oscillations,mass-energy,SCI-APP,Recognition/Recall,Easy,Premium,English,,Einstein's relation E=mc² implies that mass can be viewed as:,unrelated to energy,a form of energy,equal to force,a unit of time,B,Mass contributes to the total energy of a system.,,Mass-energy equivalence is fundamental in nuclear processes.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-295,4,Undergraduate,Part II — Power Test,Science,Physics,PHY8 — Modern Physics and Oscillations,electron energy levels,SCI-APP,Recognition/Recall,Easy,Premium,English,,"When an electron in an atom drops to a lower energy level, the atom may:",gain unlimited mass,lose its nucleus,emit a photon,stop interacting with light,C,The energy difference can be released as a photon.,,Atomic spectra arise from discrete energy-level transitions.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-296,4,Undergraduate,Part II — Power Test,Science,Physics,PHY9 — Physics Data and Experimental Reasoning,linear graph,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"If force is plotted against acceleration for a constant-mass object, the graph's slope represents:",velocity,power,time,mass,D,"From F=ma, slope ΔF/Δa=m.",,Use the equation to interpret graph slope.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-297,4,Undergraduate,Part II — Power Test,Science,Physics,PHY9 — Physics Data and Experimental Reasoning,zero error,SCI-APP,Recognition/Recall,Easy,Premium,English,,A balance reads 0.05 g when empty. This indicates:,a zero offset that should be corrected,perfect calibration,random sampling,no measurement uncertainty,A,The instrument has a systematic zero error.,,Check instrument zero before measurement.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-298,4,Undergraduate,Part II — Power Test,Science,Physics,PHY9 — Physics Data and Experimental Reasoning,repeated timing,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,Timing ten oscillations and dividing by ten often improves a period measurement because it:,changes the true period,reduces the fractional effect of reaction-time error,eliminates gravity,makes the pendulum faster,B,The same start-stop uncertainty is spread over a longer total interval.,,Measure repeated cycles when individual periods are short.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-299,4,Undergraduate,Part II — Power Test,Science,Physics,PHY9 — Physics Data and Experimental Reasoning,best-fit line,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,A best-fit line is preferred to joining every data point because it:,forces every point to be exact,removes systematic error,represents the overall trend despite random scatter,changes the measured values,C,A trend line summarizes the relationship without following noise.,,Random scatter should not dictate a jagged model.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-300,4,Undergraduate,Part II — Power Test,Science,Physics,PHY9 — Physics Data and Experimental Reasoning,uncertainty percentage,SCI-APP,Single-step Application,Moderate,Premium,English,,A length is measured as 20.0±0.5 cm. The percentage uncertainty is:,0.5%,5%,20%,2.5%,D,0.5/20.0×100=2.5%.,0.5/20×100=2.5%,Percentage uncertainty compares absolute uncertainty with the measured value.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-301,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH1 — Earth Materials and Geologic Processes,rock cycle,SCI-APP,Recognition/Recall,Easy,Free,English,,"When sedimentary rock melts and later cools, the final rock type is:",igneous,metamorphic only,sedimentary again without change,soil,A,"Melting produces magma, and cooling solidifies it into igneous rock.",,"Rock-cycle pathways are defined by processes, not starting material alone.",82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-302,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH1 — Earth Materials and Geologic Processes,fault age,SCI-DATA,Analysis/Evaluation,Moderate,Premium,English,W4-EARTHFAULT-085,"In the diagram, the fault is younger than the rock layers because it:",lies beneath them,cuts and offsets them,contains fossils,is red,B,Cross-cutting relationships place the fault after the layers formed.,,A geologic feature is younger than what it cuts.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W4-303,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH1 — Earth Materials and Geologic Processes,normal fault,SCI-APP,Recognition/Recall,Moderate,Premium,English,,A normal fault most commonly forms where the crust is:,being compressed,not stressed,being stretched,melting completely,C,Tensional stress pulls the crust apart and lowers the hanging wall.,,Fault type reflects the direction of crustal stress.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-304,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH1 — Earth Materials and Geologic Processes,mineral cleavage,SCI-APP,Recognition/Recall,Easy,Premium,English,,Mineral cleavage describes the tendency to:,resist scratching,produce a colored powder only,attract a magnet,break along flat planes of weak bonding,D,Cleavage follows repeated structural weaknesses in the crystal.,,Cleavage and fracture describe different breakage patterns.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-305,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH1 — Earth Materials and Geologic Processes,radiometric dating,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,Radiometric dating estimates age by measuring:,parent and daughter isotopes with known decay rates,rock color,fossil size only,weathering speed during one day,A,Known half-lives relate isotope ratios to elapsed time.,,Absolute dating relies on predictable radioactive decay.,145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-306,4,Undergraduate,Part II — Power Test,Science,Earth Science,"EARTH2 — Atmosphere, Weather, and Climate",front,SCI-APP,Recognition/Recall,Moderate,Free,English,,A cold front forms when:,warm air moves under cold air,advancing cold air pushes beneath warmer air,air pressure becomes zero,the ocean stops moving,B,Denser cold air lifts warm air along a steep boundary.,,Front type is named for the advancing air mass.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-307,4,Undergraduate,Part II — Power Test,Science,Earth Science,"EARTH2 — Atmosphere, Weather, and Climate",cloud formation,SCI-APP,Recognition/Recall,Easy,Premium,English,,Clouds commonly form when moist air cools to its:,boiling point,freezing point in every case,dew point,critical pressure,C,"At the dew point, air becomes saturated and condensation begins.",,Cooling reduces saturation capacity.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-308,4,Undergraduate,Part II — Power Test,Science,Earth Science,"EARTH2 — Atmosphere, Weather, and Climate",pressure gradient,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,Stronger winds generally occur where horizontal air-pressure differences over distance are:,smaller,zero,unrelated to wind,larger,D,A stronger pressure-gradient force accelerates air more strongly.,,Closely spaced isobars often indicate stronger winds.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-309,4,Undergraduate,Part II — Power Test,Science,Earth Science,"EARTH2 — Atmosphere, Weather, and Climate",El Niño,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,El Niño involves unusually warm surface water in the central and eastern tropical Pacific and can:,alter rainfall and circulation patterns across many regions,stop Earth's rotation,eliminate all tropical storms,change the Moon's orbit,A,Ocean-atmosphere coupling in the Pacific influences global weather patterns.,,"Climate variability can redistribute, not simply increase, rainfall.",145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-310,4,Undergraduate,Part II — Power Test,Science,Earth Science,"EARTH2 — Atmosphere, Weather, and Climate",albedo,SCI-APP,Recognition/Recall,Easy,Premium,English,,A surface with high albedo reflects:,all outgoing infrared only,a large fraction of incoming sunlight,no radiation,only radio waves,B,High-albedo surfaces reflect more shortwave solar energy.,,Surface reflectivity affects energy balance.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-311,4,Undergraduate,Part II — Power Test,Science,Earth Science,EARTH3 — Hydrology and Groundwater,stream lag,SCI-DATA,Analysis/Evaluation,Moderate,Free,English,W4-EARTHRAIN-084,Why does the stream level peak after the heaviest rainfall hour in the table?,Rainfall has no effect on streams.,Water instantly evaporates.,Runoff takes time to travel through the watershed.,Stream level controls earlier rainfall.,C,Watershed routing creates a delay between rainfall and peak discharge.,,Hydrographs often lag behind rainfall intensity.,110,No calculator,True,Passed,Passed,Approved for Distribution
